"created","duration","id","name","rsvp_limit","status","time","local_date","local_time","updated","utc_offset","waitlist_count","yes_rsvp_count","link","description","visibility","comment_count","venue.id","venue.name","venue.lat","venue.lon","venue.repinned","venue.address_1","venue.city","venue.country","venue.localized_country_name","group.created","group.name","group.id","group.join_mode","group.lat","group.lon","group.urlname","group.who","group.localized_location","group.region","photo_album.photo_sample","manual_attendance_count","rsvp_close_offset","venue.zip","venue.state","how_to_find_us","photo_album.id","photo_album.title","photo_album.photo_count"
1488227228000,3600000,"shrsrmywqblb","LunchinatoRs",,"upcoming",1.512756e+12,"2017-12-08","12:00",1505943196000,-21600000,0,1,"https://www.meetup.com/R-Ladies-Ames/events/shrsrmywqblb/","<p>Hosted by the Department of Ecology, Evolution, and Organismal Biology. </p> <p>This is a weekly meeting hosted by R-Lady Audrey McCombs and Haldre Rogers in EEOB for folks interested in learning R and eating lunch together. Thanks to Audrey for extending this invitation to all of R-Ladies Ames! They meet from 12-1pm every Friday in Bessey Hall, room 334. </p> <p>Email Audrey at [masked] for more information. If you're looking to present some cool R packages, how to wrestle with analysis issues, good coding practices, data management techniques, or anything else that you find interesting and helpful when working in R, let Audrey know! They'd love to host your presentation!</p> ","public",,25089815,"Bessey Hall",42.0284881591797,-93.6446304321289,FALSE,"2200 Osborn Drive","Ames","us","USA",1480118246000,"R-Ladies Ames",21280054,"open",42.0299987792969,-93.6399993896484,"R-Ladies-Ames","R-Ladies","Ames, IA","en_US",,,,"50011","IA","Room 334",,,
1510841320000,3600000,"245159556","Creating an R package",,"upcoming",1511362800000,"2017-11-22","19:00",1511175894000,14400000,0,7,"https://www.meetup.com/rladies-tbilisi/events/245159556/","<p>The possibility of organizing code in packages is one of the main advantages of R. Packages can also be made publicly available so that everybody can benefit from them. This talk will show step-by-step how to create an R package from scratch, using a hands-on example.</p> <p>Read about R packages here: <a href=""https://www.statmethods.net/interface/packages.html"" class=""linkified"">https://www.statmethods.net/interface/packages.html</a></p> <p>Vincenzo Lagani is hosting this meetup, in English.</p> <p>===========================<br/>R-ს ერთ-ერთი მთავარი უპირატესობა არის კოდების ორგანიზება პაკეტებში.  ეს პაკეტები შესაძლოა ასევე გახდეს საჯარო, რაც მათ ყველასთვის ხელმისაწვდომსა და სარგებლის მომტანს გახდის. ამ შეხვედრაზე გავიგებთ თუ როგორ შევქმნათ პაკეტები R-ში საწყისი დონიდან, პრაქტიკული მაგალითების საშუალებით.</p> <p>დამატებით ინფორმაციას R-ს პაკეტებზე გაეცანით შემდეგ ბმულზე: <a href=""https://www.statmethods.net/interface/packages.html"" class=""linkified"">https://www.statmethods.net/interface/packages.html</a></p> ","public",1,24812484,"ჯეოლაბი GeoLab",41.7176704406738,44.7848320007324,FALSE,"8 Merab Aleksidze St, Tbilisi 0160","Tbilisi","ge","Georgia",1480449123000,"R-Ladies Tbilisi",21313292,"approval",41.7200012207031,44.7900009155273,"rladies-tbilisi","Member","Tbilisi, Georgia","en_US",,,,,,,,,
1508187825000,5400000,"244261258","November Meetup - All about Software/Data Carpentries (and more TBD!)",,"upcoming",1512095400000,"2017-11-30","18:30",1510780627000,-28800000,0,10,"https://www.meetup.com/R-Ladies-PDX/events/244261258/","<p>We will be in CLSB 1S018</p> <p>I will post a map to the classroom and there will be signs to direct folks there.</p> <p><a href=""http://www.ohsu.edu/xd/about/visiting/directions/clsb-life-sciences.cfm"" class=""linkified"">http://www.ohsu.edu/xd/about/visiting/directions/clsb-life-sciences.cfm</a></p> <p>Agenda TBD!</p> <p>Augustina will be in the final stages of Carpentries Software Certification and will do a short presentation on it. For more info see: <a href=""https://software-carpentry.org"" class=""linkified"">https://software-carpentry.org</a></p> <p>Do you want to present something? Let us know!</p> <p>If we do not have a second presentation, we will spend the second half of the meeting doing some fun hands-on R group learning. If you have ideas or datasets you'd like to suggest, please let us know!!</p> <p>We will also provide FOOD because no one likes to R on an empty stomach :)</p> ","public",3,25614534,"OHSU Collaborative Life Sciences Building (CLSB)",45.5031967163086,-122.671867370605,FALSE,"2730 Southwest Moody Avenue","Portland","US","USA",1500532418000,"R-Ladies PDX",25057217,"open",45.5,-122.690002441406,"R-Ladies-PDX","R-Ladies","Portland, OR","en_US",,0,,,,,,,
1511042604000,,"245217280","Kick-starting R-Ladies Vancouver!!!!",15,"upcoming",1512698400000,"2017-12-07","18:00",1511146830000,-28800000,0,10,"https://www.meetup.com/R-Ladies-Vancouver/events/245217280/","<p>Hello R-Ladies community!</p> <p><br/>We are ready to kick-start our Vancouver chapter of the R-Ladies!</p> <p><br/>Come along to this introductory event where we will discuss the mission of R-Ladies, goals of our chapter and get to know each other. This event is kindly supported by Hothead Games, who are hosting us at their office downtown, thanks a bunch Hothead Games! Also, shout-out to RStudio for providing the food. Space is limited so please make sure you RSVP to get your spot.</p> <p><br/>If you haven’t done so yet, please fill out this survey to help us organize future events: <a href=""http://meet.meetup.com/wf/click?upn=pEEcc35imY7Cq0tG1vyTtzvunsCyKxCKYpTaEbXKAlBW3f8FXCLadsHoAxp5xgfj_CQ7n4E-2BgUeoCGIDa4hBlyamVQRfMhrZULcLb4L-2BbS6NUfsPuyG9IujIfOJGmsDiPFLBhOvBihI7EmYukDjP3BzYREAnCWvPIbLFcGUwr6RejKJGba7ejg502Z95BbO-2B573gbtpJhu6O29evC7fmv1NSi-2FoPKtqpyFqKmhkfPM0ahXv2-2FUcPyQj5-2BuV4wcH-2FucfHngE-2BWqi3hKmOWHgrn6xIz5cxcciSKdKrt4vhYAJ4-3D""><a href=""https://goo.gl/forms/oztMH7oj0bcKHFUq1"" class=""linkified"">https://goo.gl/forms/oztMH7oj0bcKHFUq1</a></a></p> <p><br/>Here is a tentative agenda. Times may shift depending on how many folks show up and what you are interested in sharing.</p> <p><br/> 6:00-6:15 pm - Arriving/networking</p> <p><br/> 6:15 pm: Introduction; a presentation with a discussion on:</p> <p> • What is R-Ladies?</p> <p> • What would we like to see at R-Ladies events</p> <p> • Share your comments about location for future meetups</p> <p> • Any other R-Ladies Vancouver issues you would like to discuss email: [masked]</p> <p><br/>7:00 pm - Lightning talks or an R related talk (depending on interest)</p> <p><br/>Lightning talks - this is an opportunity to informally introduce ourselves and share what we are using R for or what we are hoping to do with R (~ 5-10 minutes each). If you would like to give a little talk, here's a link to sign up <a href=""https://drive.google.com/open?id=1BQjWONGQ5RaRRIGKisJ43U0AuERCx-oUszQAap6gtms"">HERE</a>.There is no need for fancy slides (or any slides), the idea is to share our R interests/backgrounds and for the members to get to know each other.</p> ","public",0,25072155,"Hothead Games Office",49.2903709411621,-123.129547119141,FALSE,"1555 W. Pender St.","Vancouver","ca","Canada",1507261656000,"R-Ladies Vancouver",26169684,"open",49.2799987792969,-123.040000915527,"R-Ladies-Vancouver","Members","Vancouver, BC","en_US",,,,"","BC",,,,
1510847752000,7200000,"245161189","Intro to dplyr & ggplot2 with Marieke Jones",,"upcoming",1512514800000,"2017-12-05","18:00",1510848749000,-18000000,0,15,"https://www.meetup.com/rladies-charlottesville/events/245161189/","<p>Pipes, plots, and more! </p> <p>Join us for a two-part workshop led by UVA's Marieke Jones on two core packages in the tidyverse: dplyr and ggplot2. This session is geared towards all proficiency levels in R. Whether you've just started learning and you want to know what piping is or how to make a plot, or if you're a pro and you want a refresher on writing cleaner code, this workshop will be beneficial to you.</p> <p>Follow us on twitter for more updates! @RLadiesCville</p> <p>See you then!</p> <p><img src=""https://d21ii91i3y6o6h.cloudfront.net/gallery_images/from_proof/9302/medium/1447173978/rstudio-hex-pipe-dot-psd.png"" /></p> ","public",0,25584578,"VividCortex",0,0,FALSE,"300 Preston Avenue (Citizen's Commonwealth Center), 4th Floor","Charlottesville","us","USA",1506014722000,"R-Ladies Charlottesville",26004745,"open",38,-78.4599990844727,"rladies-charlottesville","Members","Charlottesville, VA","en_US",,0,,"","VA",,,,
1509545922000,,"244717019","Save the Date",,"upcoming",1516316400000,"2018-01-18","18:00",1509545922000,-18000000,0,1,"https://www.meetup.com/rladies-charlottesville/events/244717019/","<p>More information to come!</p> ","public",0,,,,,,,,,,1506014722000,"R-Ladies Charlottesville",26004745,"open",38,-78.4599990844727,"rladies-charlottesville","Members","Charlottesville, VA","en_US",,0,,,,,,,
1510666118000,,"245104057","Building Shiny apps",,"upcoming",1512669600000,"2017-12-07","19:00",1510920516000,3600000,0,13,"https://www.meetup.com/R-Ladies-Brussels/events/245104057/","<p>Shiny is an R package to build interactive web apps. Here a simple example of what you can do with Shiny: <a href=""https://shiny.rstudio.com/gallery/tabsets.html""><a href=""https://shiny.rstudio.com/gallery/tabsets.html"" class=""linkified"">https://shiny.rstudio.com/gallery/tabsets.html</a></a></p> <p>Refer to RStudio's gallery for more examples.</p> <p>In this Shiny workshop you will learn how to build a Shiny app. We will cover Shiny app architecture, reactivity and how to share your app.</p> <p>What do you need?</p> <p>Bring your laptop with R, RStudio and Shiny package installed.</p> <p>We look forward to see you !</p> ","public",0,,,,,,,,,,1502796907000,"R-Ladies Brussels",25492745,"open",50.8300018310547,4.32999992370605,"R-Ladies-Brussels","Members","Brussels, Belgium","en_US",,,,,,,,,
1510864575000,3600000,"245167843","Intro R Workshop",,"upcoming",1516312800000,"2018-01-18","15:00",1510864613000,-25200000,0,16,"https://www.meetup.com/rladies-tucson-az/events/245167843/","<p><b>The main goal of this workshop is to develop the following skills: </b></p> <p>• R Basics</p> <p><br/>– Installing packages</p> <p>– Using libraries</p> <p>– Defining your working directory</p> <p>– Checking your working space</p> <p>• Coding literacy</p> <p><br/>– Reading code</p> <p>– Reading error messages</p> <p>– Writing readable code</p> <p> • Importing Data into R</p> <p>– Importing Excel spreadsheets into R </p> <p>– Dealing with different data types</p> <p>– Summarizing your data</p> <p>– Creating crosstabs</p> ","public",0,,,,,,,,,,1510685121000,"R-Ladies Tucson AZ",26598934,"open",32.2200012207031,-110.970001220703,"rladies-tucson-az","Members","Tucson, AZ","en_US",,,,,,,,,
1510091184000,7200000,"244909485","New year, new R meetup!",50,"upcoming",1515625200000,"2018-01-10","18:00",1510091184000,-18000000,0,10,"https://www.meetup.com/rladies-philly/events/244909485/","<p>Ring in the new year with a resolution to use R more!</p> <p>Who are we? We are a few women in Philadelphia who use R and wanted to have a friendly community to extend our R skills and network with other women R users. We learned about the international R-Ladies community and decided to try it in our city.</p> <p>Anyone with an interest in R is welcome. You can be an R expert or novice.</p> <p>When? This January will be the first meeting. We plan to have an informal mixer to introduce ourselves and find out what topics are of the most interest for future meetings. After this first meeting, we hope to start a monthly schedule of interactive workshops led by volunteers. If you have anything you want to share, a problem you are working on, or an idea for a collaborative project, we want to hear about it!</p> <p>If you are completely new to R, bring your computer, and we can walk you through setting up R and RStudio or answer any setup questions you have been working through.</p> <p>Where? We are being hosted at MakeOffices in center city. There will be snacks (details TBD)</p> ","public",0,25434194,"MakeOffices",39.9541358947754,-75.1735534667969,FALSE,"2001 Market Street #2500","Philadelphia","us","USA",1507729015000,"R-Ladies Philly",26229746,"open",40.1199989318848,-75.0100021362305,"rladies-philly","R-Ladies","Philadelphia, PA","en_US",,,,"","PA",,,,
1509364870000,10800000,"244650317","Being 'inferior' and an intro to Liverpool's female data science group!",,"upcoming",1512070200000,"2017-11-30","19:30",1510849023000,0,0,3,"https://www.meetup.com/rladies-liverpool/events/244650317/","<p>Location TBC</p> <p>On November 30th Angela Saini is visiting Liverpool to give a talk on her book 'Inferior - How Science got Women'.</p> <p>Tickets for her event are free and available here :</p> <p><a href=""https://www.eventbrite.co.uk/e/how-science-got-women-wrong-tickets-36997705132?aff=es2"" class=""linkified"">https://www.eventbrite.co.uk/e/how-science-got-women-wrong-tickets-36997705132?aff=es2</a></p> <p>We are going to meet after her event to discuss her book and the future of R-Ladies Liverpool; discovering what our members would like to get out of being part of this group and think about what we might like to cover in our second meeting.</p> <p>We are really looking forward to meeting you all and hope to make this group fun and accessible to all who identify as female coders!</p> <p>Come for the code, stay for the cats @rladieslivUK</p> ","public",0,,,,,,,,,,1509307254000,"R-Ladies Liverpool",26430333,"open",53.4199981689453,-2.99000000953674,"rladies-liverpool","R-Ladies","Liverpool, United Kingdom","en_US",,,,,,"For now: www.twitter.com/rladieslivUK",,,
1509658588000,3600000,"244763763","Fouille de textes avec R: expression régulier.",,"upcoming",1511371800000,"2017-11-22","18:30",1511127293000,3600000,0,6,"https://www.meetup.com/R-Ladies-Strasbourg/events/244763763/","<p>Dans ce meetup le theme est la <b>fouille de textes</b>. Une presentation sur comme manipuler de textes avec le function basic de R (grep, grepl, etc...) et avec le package <a href=""https://cran.r-project.org/web/packages/stringr/vignettes/stringr.html"">stringr</a> serait fait. Nous verrons comment extraire de valeur numérique et des tables dans un text. La presentation serait fait par Rita Giordano.</p> <p>


For this meetup will be presented a talk on how to manipulate string with R using the basic function as grep and the packages <a href=""https://cran.r-project.org/web/packages/stringr/vignettes/stringr.html"">stringr</a>. We will see how to extract numerical value and tables from a text file. The presentation will be performed by Rita Giordano.</p> ","public",0,,,,,,,,,,1506514356000,"R-Ladies Strasbourg",26068732,"approval",48.5800018310547,7.75,"R-Ladies-Strasbourg","Members","Strasbourg, France","en_US",,,,,,,,,
1511208203000,,"245261565","R-Ladies Launch with Hadley Wickham",,"upcoming",1512622800000,"2017-12-07","18:00",1511208203000,46800000,0,1,"https://www.meetup.com/rladies-auckland/events/245261565/",,"public",0,,,,,,,,,,1511197390000,"R-Ladies Auckland",26653882,"approval",-36.8499984741211,174.759994506836,"rladies-auckland","Members","Auckland, New Zealand","en_US",,0,,,,,,,
1509606175000,,"244744818","[Annual Party 周年慶] R-Laides Taipei 三歲了 Celebration for 3 years old!!!",,"upcoming",1511780400000,"2017-11-27","19:00",1509606175000,28800000,0,53,"https://www.meetup.com/R-Ladies-Taipei/events/244744818/","<p><b>R-Ladies Taipei 三歲生日宴</b></p> <p>歡迎參加過的妳 妳 還有妳，一起來這個女生的聚會，也來聽聽明年有什麼有趣活動。</p> <p>PS. 現場備有輕食，誠摯地邀請妳一起來同樂！</p> <p><img src=""https://raw.githubusercontent.com/rladiestaipei/R-Ladies-Taipei/gh-pages/img/HappyBirthday_RLadies_3.png"" /></p> ","public",0,25492415,"三創育成11樓 Space A",25.0458145141602,121.531211853027,FALSE,"台北市中正區市民大道三段2號11F","Taipei","tw","Taiwan",1477246235000,"R-Ladies Taipei",20871369,"open",25.0200004577637,121.449996948242,"R-Ladies-Taipei","Members","Taipei, Taiwan","en_US",,,,,,,,,
1510628157000,29700000,"245095439","R shiny with azure ml（限制學生以表單報名）",1,"upcoming",1512781200000,"2017-12-09","09:00",1510628157000,28800000,0,1,"https://www.meetup.com/R-Ladies-Taipei/events/245095439/","<p>歡迎在校有程式撰寫經驗同學報名活動~~~~</p> <p>微軟實習生計畫邀請R-laides Ning Chen 張懷文 （Huai-Wen Mia Chang） Kristen Chan 一起為女大生辦手把手<br/>""學習如何用鐵達尼號數據做出一個web service，上手Machine Learning Studio 以 Web 服務方式發佈模型，透過R Shiny做出可互動式預測結果並在 Azure 虛擬機器執行。""</p> <p>報名表單在此-&gt;<a href=""http://tinyurl.com/ycdl96zx"" class=""linkified"">http://tinyurl.com/ycdl96zx</a><br/>🎈活動時間：2017年12月9日(六)<br/>🎈活動對象：<br/>必要條件-&gt;6/30/2019具備大專院校在校生資格（含大學、研究所、博士生)之女生<br/>🎈優先條件-&gt;具有程式撰寫經驗者(請於報名表中詳細撰寫)<br/>🎈活動費用：FREE-&gt;精進coding的大好機會，女大生快來報名吧!</p> <p>*主辦方將以email方式通知報名成功者。</p> ","public",0,,,,,,,,,,1477246235000,"R-Ladies Taipei",20871369,"open",25.0200004577637,121.449996948242,"R-Ladies-Taipei","Members","Taipei, Taiwan","en_US",,,"PT1021H",,,,,,
1479050131000,,"235551657","[Selected Series] Talk Title (template)",,"upcoming",1522063800000,"2018-03-26","19:30",1479050593000,28800000,0,1,"https://www.meetup.com/R-Ladies-Taipei/events/235551657/","<p><b>1. Agenda</b></p> <p><br/>• 19:30-20:30 主議程: talk_1 @speaker_1</p> <p>• 20:30-20:50 閃電秀: talk_2 @speaker_2</p> <p>• 20:50 -   自由交流時間</p> <p>


<b>2. Talk Information</b></p> <p>• talk_1<br/>intro here</p> <p>

• talk_2<br/>intro here</p> <p>


<b>3. Speaker Information</b></p> <p>• speaker_1<br/>bio here</p> <p>• speaker_2<br/>bio here</p> <p>

<b>4. Host information</b></p> <p>• Host<br/>bio here</p> ","public",0,,,,,,,,,,1477246235000,"R-Ladies Taipei",20871369,"open",25.0200004577637,121.449996948242,"R-Ladies-Taipei","Members","Taipei, Taiwan","en_US",,,,,,,,,
1509606175000,,"244744818","[Annual Party 周年慶] R-Laides Taipei 三歲了 Celebration for 3 years old!!!",,"upcoming",1511780400000,"2017-11-27","19:00",1509606175000,28800000,0,53,"https://www.meetup.com/R-Ladies-Taipei/events/244744818/","<p><b>R-Ladies Taipei 三歲生日宴</b></p> <p>歡迎參加過的妳 妳 還有妳，一起來這個女生的聚會，也來聽聽明年有什麼有趣活動。</p> <p>PS. 現場備有輕食，誠摯地邀請妳一起來同樂！</p> <p><img src=""https://raw.githubusercontent.com/rladiestaipei/R-Ladies-Taipei/gh-pages/img/HappyBirthday_RLadies_3.png"" /></p> ","public",0,25492415,"三創育成11樓 Space A",25.0458145141602,121.531211853027,FALSE,"台北市中正區市民大道三段2號11F","Taipei","tw","Taiwan",1477246235000,"R-Ladies Taipei",20871369,"open",25.0200004577637,121.449996948242,"R-Ladies-Taipei","Members","Taipei, Taiwan","en_US",,,,,,,,,
