created,duration,id,name,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,visibility,how_to_find_us,rsvp_limit,rsvp_close_offset,rsvp_open_offset,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.address_2,venue.city,venue.country,venue.localized_country_name,venue.zip,venue.state,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region,fee.accepts,fee.amount,fee.currency,fee.description,fee.label,fee.required
151710926e4,7200000,247236135,Feb 2018: R session with Jenny Bryan @ Microsoft Garage,upcoming,15192648e5,2018-02-21,18:00,1517979219e3,-28800000,0,10,https://www.meetup.com/R-Ladies-Vancouver/events/247236135/,"<p>Hello R-Ladies community,<br/>We are incredibly excited to announce a hands-on R session with Jenny Bryan at Microsoft Garage!<br/>. .<br/>Jenny is a Software Engineer at R Studio and is Associate Professor of Statistics (on leave) at the University of British Columbia. She is a recovering biostatistician who takes special delight in eliminating the small agonies of data analysis. Specific tools and mental models can make it easier for a data analyst to settle into a productive, alpha-to-omega workflow. She’s been using R/S for over 20 years and is an Ordinary Member of the R foundation. She also serves in the leadership of rOpenSci and Forwards.</p> <p>Jenny at Github: <a href=""https://github.com/jennybc"" class=""linkified"">https://github.com/jennybc</a><br/>Jenny at R-Ladies Global: <a href=""https://rladies.org/canada-rladies/name/jenny-bryan/"" class=""linkified"">https://rladies.org/canada-rladies/name/jenny-bryan/</a></p> <p>What to bring:<br/>-&amp;gt;Your ticket from here <a href=""https://www.eventbrite.com/e/feb-2018-event-jenny-bryan-microsoft-garage-tickets-42702539445"" class=""linkified"">https://www.eventbrite.com/e/feb-2018-event-jenny-bryan-microsoft-garage-tickets-42702539445</a> . Space is limited, RSVP's through MEETUP don’t guarantee entry!<br/>-&amp;gt; Your laptop</p> <p>Details:<br/>-&amp;gt; 6 pm - arrive + mingle + announcements<br/>-&amp;gt; 6:30 pm - session starts<br/>-&amp;gt; pops and light bites will be available</p> <p>Mega thanks to our sponsor Microsoft for providing their Garage space and drinks + bites</p> ",public,,30,,,24983334,Microsoft Garage @ Microsoft Vancouver,49.28243637084961,-123.119140625,FALSE,"725 Granville Street, 7th Floor Vancouver, BC V7Y 1G5",,Vancouver,ca,Canada,"",BC,1507261656e3,R-Ladies Vancouver,26169684,open,49.279998779296875,-123.04000091552734,R-Ladies-Vancouver,Members,"Vancouver, BC",en_US,,,,,,
1517781996e3,7200000,247492507,R from Scratch,upcoming,15192378e5,2018-02-21,18:30,1517830996e3,0,0,34,https://www.meetup.com/rladies-london/events/247492507/,"<p>Are you new to R? Do you want to know how to get started and learn the basics of this programming language? If you answered yes to the above questions, then come to our meetup on February 21st and bring your laptop. We are repeating our beginner's session from October, and will show you how to install R (and RStudio), do basic operations, use functions, install packages and much more.</p> <p>Instructor: Kasia Kulma</p> <p>Venue: SHACK15, 67-71 Shoreditch High Street, E1 6JJ</p> <p>Sponsors: SHACK15 and H2O</p> ",public,,35,,,24850649,SHACK15 : The Data Science Hub,51.524559020996094,-0.07700800150632858,FALSE,"67-71 Shoreditch High St,",,London,gb,United Kingdom,,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,
1516980257e3,,247189195,Let's make a website!,upcoming,15193404e5,2018-02-22,18:00,1516980257e3,-18000000,0,14,https://www.meetup.com/rladies-charlottesville/events/247189195/,"<p>RMarkdown? Wordpress? Blogdown? What is the best way to create a shiny, new RLadiesCville website? What would you like to have showcased?</p> <p>


Let's brainstorm a plan of action! </p> <p>


For updates follow us on Twitter @RLadiesCville</p> <p>


See you then!</p> ",public,,,,,25584578,VividCortex,0,0,FALSE,"300 Preston Avenue (Citizen's Commonwealth Center), 4th Floor",,Charlottesville,us,USA,"",VA,1506014722e3,R-Ladies Charlottesville,26004745,open,38,-78.45999908447266,rladies-charlottesville,Members,"Charlottesville, VA",en_US,,,,,,
1515845557e3,14400000,246776180,First meetup of the R-Ladies Rotterdam,upcoming,151947e7,2018-02-24,12:00,1517317811e3,3600000,0,37,https://www.meetup.com/rladies-rotterdam/events/246776180/,"<p>We are thrilled to announce the first meetup of R-Ladies Rotterdam!</p> <p>Our preliminary schedule for the meeting is the following:<br/>- Reception at 12 pm at Erasmus MC (from 12.00 - 12.30pm)<br/>- Introductory presentation of the R-Ladies community by Ingrid - organizer RladiesRdam<br/>(from 12.30 - 12.45 )<br/>- Workshop: Using R for my Research (modern uses: Markdown &amp; Shiny apps) by Elrozy<br/>(from 12.45- 14.15)<br/>- Coffee&amp;Tea break (from 14.15 - 14.30 )<br/>- Demonstration: How to use blogdown - Create Blogs and Websites with R Markdown by Brett -<br/>co-organizer (from 14.30 - 15.00 )<br/>- Coffee&amp;Tea break (from 15.00 - 15.15 )<br/>- Discussion about the meeting and ideas for future meetups - get feedback from the participants and presenters (from 15.15 - 15.45)<br/>- We will end the meeting with drinks and something sweet to celebrate (max. until 17.00 hours)</p> <p>NOTE! Please bring your laptops fully charged in order to be able to follow the workshop. We have limited number of sockets in the meeting room. Internet WiFi connection is very good!<br/>If possible have R/Rstudio already installed on your laptops.<br/>(you can download R at the following link -&amp;gt; <a href=""https://cran.r-project.org/bin/windows/base/"" class=""linkified"">https://cran.r-project.org/bin/windows/base/</a><br/>and RStudio from here -&amp;gt; <a href=""https://www.rstudio.com/products/rstudio/download/"" class=""linkified"">https://www.rstudio.com/products/rstudio/download/</a> )</p> <p>Looking forward to meeting you all!</p> ",public,Check out the route description here: https://www.erasmusmc.nl/overerasmusmc/bereikbaarheid/?lang=en OR take Tram 7 from Rotterdam Central Station until Museumpark & Museum Boijmans Van Beuningen and then just walk toward the Erasmus MC white tower,40,PT335H,,25691849,Erasmus MC,51.9111213684082,4.466923236846924,FALSE,"Wytemaweg 80, Rotterdam",,3015 CN,nl,Netherlands,,,1512494406e3,R-Ladies Rotterdam,26792997,open,51.93000030517578,4.480000019073486,rladies-rotterdam,R-Ladies,"Rotterdam, Netherlands",en_US,,,,,,
1518029409e3,10800000,247584795,webscraping <- function(x) { },upcoming,15196644e5,2018-02-26,18:00,1518089385e3,3600000,0,43,https://www.meetup.com/R-Ladies-Budapest/events/247584795/,"<p>Februári meetupunk során elmerülünk majd a webscraping és az R függvények világában, előbbit Orsós Mihály, utóbbit Klein Rita tolmácsolásában.<br/>(az előadások sorrendje még nem végleges)</p> <p>------------------<br/>Orsós Mihály: Webscraping<br/>A workshopon megismerkedünk a webscraping rejtelmeivel. Megnézzük, hogyan találunk meg elemeket egy weboldalon, majd hogyan mentjük le őket strukturált formában. Ezt követően azt is megnézzük, hogy a weboldal honnan kapja az adatokat (amiket megjelenít), és azt az adatforrást fogjuk direktbe megszólítani az R segítségével és lementeni az adatokat. A workshop folyamán az index.hu-t és az EU-s kifizetéseket ( <a href=""http://emir.nfu.hu/nyertes/"" class=""linkified"">http://emir.nfu.hu/nyertes/</a>? ) fogjuk scrapelni. A szükséges R csomagok:<br/>- rvest<br/>- jsonlite<br/>- data.table<br/>- httr<br/>- request</p> <p>Chrome böngésző<br/>SelectorGadget extension<br/>(<a href=""https://chrome.google.com/webstore/detail/selectorgadget/mhjhnkcfbdhnjickkkdbjoemdmbfginb?utm_source=chrome-app-launcher-info-dialog"" class=""linkified"">https://chrome.google.com/webstore/detail/selectorgadget/mhjhnkcfbdhnjickkkdbjoemdmbfginb?utm_source=chrome-app-launcher-info-dialog</a>)</p> <p>------------------<br/>Klein Rita: Függvények<br/>Az előadás a nyitó eseménye egy R for Data Science (írták: Garrett Grolemund és Hadley Wickham) workshop sorozatnak, ahol az említett könyv egyes fejezeteit dolgozzuk fel, ezzel bővítve R tudásunkat.<br/>Ezen az alkalmon a függvényekről esik majd szó: mikor érdemes, hogyan érdemes, miért érdemes függvényeket írnunk az ""egyszerű"" kódok helyett.</p> ",public,,60,,,23371362,EPAM Meetup Room,47.485496520996094,19.074604034423828,FALSE,"Futó utca 47, Budapest, 1082",,Budapest,hu,Hungary,,,1485298222e3,R-Ladies Budapest,22066895,open,47.5099983215332,19.079999923706055,R-Ladies-Budapest,Members,"Budapest, Hungary",en_US,,,,,,
1517907721e3,7200000,247538224,"R vs Python battle, or not? + Customer segmentation using k-MEANS and SOM!",upcoming,15205248e5,2018-03-08,17:00,151816947e4,3600000,0,12,https://www.meetup.com/rladies-copenhagen/events/247538224/,"<p>Dear RLadiesCPH!</p> <p>So as promised! It's time for our second meet-up on a very special day (International Women's Day) with two distinguished RLadies. This time we owe a big thanks to Justt for sponsoring the meet-up (<a href=""http://www.justt.com/"" class=""linkified"">http://www.justt.com/</a>). Drinks and food included! :D.</p> <p>The program of the day is as follows:</p> <p>5:00 - 5:45 --- First lighting talk: 'R VS PYTHON, The battlefield', by Eva Pardi, Software Developer and Data Analyst @ Laerdal Copenhagen.</p> <p>Let’s dive deeper in the infinite sea of programming languages designed for data scientists and analysts. I do not think, that we are supposed to choose one and live with that for the rest of our lives. So how can we decide which one to use for what purpose?.</p> <p>In this session, we will talk about the first steps of R and Python, for what tasks can these languages be used in the best way, and how. You will be able to try both languages during the session in different environments. We will build some interesting stuff from basic statistical models to some hardcore deep learning algorithms.</p> <p>5:45 - 5:55 --- Break.</p> <p>5:55 - 6:40 --- Second lighting talk: 'Cluster analysis for customer segmentation' by Joselene Marques, Data Scientist @ Justt.</p> <p>You will get a short introduction to customer segmentation using RFM (Recency, Frequency and Monetary Value) and a quick start to perform cluster analysis in R.<br/>We start by presenting required R packages for data manipulation, cluster analysis and visualization.<br/>Next, we describe two clustering techniques k-MEANS and SOM (self-organizing map).<br/>Finally, we present the result with lots of insightful (and easy to code) plots.</p> <p>6:40 - 7:00 --- Networking.</p> <p>Don't forget to bring your laptops if you want to experiment a little.</p> <p>RSVP, a.s.a.p. as we only have 30 places available! Looking forward to seeing you soon!</p> <p>Eva, Joselene, Kristina and Diana<br/>RLadiesCPH</p> ",public,,30,,,25722542,Justt,55.69709777832031,12.594825744628906,FALSE,"Dampfaergevej 10 DK-2100, Copenhagen O",,Copenhagen,dk,Denmark,,,1511195891e3,R-Ladies Copenhagen,26653718,open,55.68000030517578,12.569999694824219,rladies-copenhagen,R-Ladies,"Copenhagen, Denmark",en_US,,,,,,
151756281e4,1040400000,247414318,Building Shiny web application in R,upcoming,15210468e5,2018-03-14,18:00,1517570885e3,3600000,0,6,https://www.meetup.com/rladies-lausanne/events/247414318/,<p>• What we'll do<br/>A tutorial on Shiny package for web application development using only R.</p> <p>• What to bring</p> <p>• Important to know</p> ,public,,,,,,,,,,,,,,,,,1512244428e3,R-Ladies Lausanne,26765765,open,46.52000045776367,6.619999885559082,rladies-lausanne,R-Ladies,"Lausanne, Switzerland",en_US,,,,,,
15181122e5,7200000,vnzshpyxfbtb,"R-Ladies Kick-off: Meet, greet, treat + code!",upcoming,15211512e5,2018-03-15,18:00,1518132734e3,-14400000,0,16,https://www.meetup.com/rladies-montreal/events/247618957/,"<p>• What we'll do<br/>At last, R-Ladies Montreal is a-go! We'll start with a round table for everyone to introduce themselves, followed by four 10 min. lightning sessions on R tips and tricks aimed at the new and intermediate R user. Then we'll open the floor and brainstorm topics for future sessions, have time for chatting, networking, and for folks to mention if they're hiring or looking for work. There will be pizza supplied by this meeting's sponsor, Precision Analytics -- thanks, ladies!</p> <p>• What to bring<br/>Bring a laptop if you want to install discuss packages and learn as you go. We aim to post the code of the lightning talks beforehand.</p> <p>• Important to know<br/>We have a code of conduct -- please read it: <a href=""https://github.com/rladies/starter-kit/wiki/Code-of-Conduct"" class=""linkified"">https://github.com/rladies/starter-kit/wiki/Code-of-Conduct</a></p> ",public,Enter 5555 Gaspé and follow the set up stairs to the second floor. Plotly has two doors -- please use the one to the right (215) -- we'll have a sign up and be waiting for you!,40,,,24300420,Plotly HQ,45.5279655456543,-73.59754943847656,FALSE,"5555 Avenue de Gaspé, suite 201",,Montréal,ca,Canada,"",QC,1505415381e3,R-Ladies Montreal,25925303,open,45.650001525878906,-73.5,rladies-montreal,Members,"Montréal, QC",en_US,,,,,,
1518372594e3,9000000,247712800,Dive into dplyr,upcoming,1521657e6,2018-03-21,18:30,151837281e4,0,0,3,https://www.meetup.com/rladies-london/events/247712800/,"<p>**Please note**: registration for this event is via Eventbrite: <a href=""https://www.eventbrite.co.uk/e/dive-into-dplyr-tickets-43071163008"" class=""linkified"">https://www.eventbrite.co.uk/e/dive-into-dplyr-tickets-43071163008</a></p> <p># Speaker details</p> <p>Grace Meyer is a commercial analytics expert with proven success in advising business strategy based on data driven insights. She is currently based in London and works for the economics consultancy Oxera where she applies machine learning to strategic projects and is developing the data science and programming team. She is a mentor in the R-Ladies London chapter, uses R on a daily basis to crunch data and problem solve and presented at both UseR! and EARL last year.</p> <p># Dive into dplyr</p> <p>Data is seldom already in a tidy format for you to start analysis on straight away. My personal experience confirms that about 80% of the analytics work-flow is massaging and crunching data into a useful state. R is a master of analytics and modelling which would be useless without its strong data manipulation functionality, especially from the tidyverse package dplyr. In this session we will learn the main verbs of dplyr and link them together with the magrittr pipe to create new data sets and get insight from our data. Then we will take a look at the verb extensions and other package functionality.</p> <p># What to bring</p> <p>The session will be hands on so bring your own laptop with dplyr installed (examples will be based on in-build data sets). If you don't have the set-up, come along anyway to learn about this famous package.</p> <p># Important to know</p> <p>This meetup will be aimed at all R abilities.</p> <p>Doors: 6:30pm<br/>Start: 7:00pm<br/>**Please note**: registration for this event is via Eventbrite: <a href=""https://www.eventbrite.co.uk/e/dive-into-dplyr-tickets-43071163008"" class=""linkified"">https://www.eventbrite.co.uk/e/dive-into-dplyr-tickets-43071163008</a></p> ",public,,,,,,,,,,,,,,,,,1454258193e3,R-Ladies London,19474893,approval,51.52000045776367,-0.10000000149011612,rladies-london,R-Ladies,"London, United Kingdom",en_US,,,,,,
1516596785e3,7200000,247043426,March 2018: Learn R - Beginner's workshop,upcoming,15217668e5,2018-03-22,18:00,1516773191e3,-25200000,0,1,https://www.meetup.com/R-Ladies-Vancouver/events/247043426/,"<p>Have you always wanted to get into R but never quite found the right time or place to start?</p> <p>Come join with fellow R-Ladies to learn R in a laid back, hands-on tutorial as we take the first steps into the R language. We will be following one of Software Carpentry's excellent beginner tutorials and will be pacing ourselves to make sure no one gets left behind. I will be leading the workshop but there will be plenty of R-Lady-helpers on hand to help guide you.</p> <p>I will provide more details closer to the date but I hope to see lots of keen R-lady-learners on the night.</p> <p>Please note RSVPs will be opened closer to the date once we have a venue and date confirmed.</p> <p>• What to bring<br/>Bring along your own laptop so you can participate in the workshop. Try to have your laptop fully charged as I'm not sure if we will have access to charging space.</p> <p>• Important to know<br/>We will set up an event-brite event closer to the date that you will need to use to get a ticket for the event. Our venue is a limited size so we will be strict with the RSVPs and will be checking tickets. If you RSVP but find out you can no longer attend please change your RSVP and let us know to allow others to take your spot. No-shows will be noted.</p> <p>If you haven't already done so please fill in this quick survey to help us organise future events: <a href=""https://goo.gl/forms/oztMH7oj0bcKHFUq1"" class=""linkified"">https://goo.gl/forms/oztMH7oj0bcKHFUq1</a></p> ",public,,20,PT1H,PT344H,,,,,,,,,,,,,1507261656e3,R-Ladies Vancouver,26169684,open,49.279998779296875,-123.04000091552734,R-Ladies-Vancouver,Members,"Vancouver, BC",en_US,,,,,,
