created,duration,id,name,status,time,local_date,local_time,updated,utc_offset,waitlist_count,yes_rsvp_count,link,description,visibility,venue.id,venue.name,venue.lat,venue.lon,venue.repinned,venue.address_1,venue.city,venue.country,venue.localized_country_name,group.created,group.name,group.id,group.join_mode,group.lat,group.lon,group.urlname,group.who,group.localized_location,group.region,photo_album.photo_sample,how_to_find_us,venue.zip,venue.state,rsvp_limit,rsvp_close_offset,manual_attendance_count
151601823e4,10800000,246832095,Hands on Data Study Evening ,past,15169032e5,2018-01-25,18:00,1516957824e3,0,0,22,https://www.meetup.com/R-Ladies-Manchester/events/246832095/,"<p>• What we'll do<br/>Hi Ladies, we hope you have enjoyed your holidays. R-Ladies Manchester is to start 2018 with an exciting workshop including networking and pizza!<br/>Using a real-life data set R-Ladies Manchester is hosting a workshop evening that will allow members to learn, and develop, skills and tricks for approaching a new data analysis project. We will split into groups, preferably with each group having a mix of backgrounds and R experience, to give the opportunity of peer learning and support. We envision that the workshop will include:</p> <p>• Using branches in Github to work on different versions of the project<br/>• Importing data into R<br/>• Data analysis and visualisations in R<br/>• Finding interesting insights from the data which we could present at the Manchester R group.</p> <p>• What to bring<br/>Please bring your laptops.</p> <p>• Important to know</p> ",public,25693947,Floor 12 Neo,53.470001220703125,-2.319999933242798,FALSE,Charlotte Street,Manchester,gb,United Kingdom,1480459381e3,R-Ladies Manchester,21314716,open,53.470001220703125,-2.2300000190734863,R-Ladies-Manchester,Members,"Manchester, United Kingdom",en_US,,,,,,,
1506472837e3,,243695892,Collaborative Data Science with Kaggle Kernels and Datasets,past,15082884e5,2017-10-17,18:00,1508396464e3,-25200000,0,24,https://www.meetup.com/rladies-la/events/243695892/,"<p>RLadies Los Angeles and LA Women Who Code are excited to present</p> <p><br/><b>Collaborative Data Science with Kaggle Kernels and Datasets</b></p> <p><b>by Megan Risdal<br/></b></p> <p>Code and data sharing in collaboration with others is integral to open data science. On Kaggle, the world’s largest online data science community, users use Kernels as a platform to share and execute reproducible code and Datasets to access, analyze, and maintain public data projects. Since the introduction of Kernels in 2015, users have written tens of thousand of kernels in R, Python, and Julia. And in the past year, users and organizations have published over 2,000 public datasets. Over this time, Kernels and Datasets have transformed how the data science community tackles machine learning problems, collaborates, and learns. In this talk, Megan Risdal uses community metrics and insights to share what Kernels and Datasets have taught Kaggle about collaborative data science. </p> <p><a href=""https://twitter.com/MeganRisdal"">Megan</a> is a Community Advocate and Data Scientist at Kaggle. She holds master’s degrees in linguistics from UCLA and North Carolina State University.</p> <p>Where: <a href=""https://www.google.com/maps/place/400+Hampton+Dr,+Venice,+CA+90291/@33.9954407,-118.4757689,20z/data=!4m5!3m4!1s0x80c2bacf14e5fcb9:0x325955854edc3b52!8m2!3d33.9955779!4d-118.4760707"">Google Venice</a>, 400 Hampton Drive, Venice 90291</p> <p>(Note: Enter through the gate on Sunset here: <a href=""https://goo.gl/QwgtQf""><a href=""https://goo.gl/QwgtQf"" class=""linkified"">https://goo.gl/QwgtQf</a></a>).</p> <p>When: Tuesday October 17th, 2017</p> <p>6.00: Doors open, food and drinks served. </p> <p>7.00: Talk start. </p> <p>8.00: Talk end. </p> <p>Unfortunately parking will not be provided, but there are public parking lots close by.</p> <p>Food and drinks will be provided. </p> <p>Bring photo ID - we cannot admit without it. Please do not attend if you are not on the list of registered attendees. </p> <p>Please be <a href=""http://www.businessinsider.com/the-meanings-of-googliness-2013-8"">Googley</a>, and if you’re not going to be able to attend, cancel so that someone else can attend instead.</p> ",public,25516055,Google,33.99557876586914,-118.47606658935547,FALSE,400 Hampton Drive,Venice,us,USA,1472857612e3,R-Ladies Los Angeles,20382018,open,34.06999969482422,-118.44999694824219,rladies-la,R Ladies,"Los Angeles, CA",en_US,,,"",CA,100,PT5H,
1511539626e3,,245361788,December R-Ladies Meetup: Regular Expressions,past,15124014e5,2017-12-04,17:30,1512463003e3,7200000,0,13,https://www.meetup.com/rladies-cape-town/events/245361788/,"<p>Hi everyone,</p> <p>We'll be having our last meetup of the year on the 4th of December in the afternoon. Jodie will  be giving a tutorial on  String Matching and Modification in R using Regular Expressions - handy when you're cleaning data. There will be something for beginners and intermediate users alike.</p> <p>Best,</p> <p>Megan, Wiebke, Theoni and Jodie</p> ",public,12322382,"3rd Floor, Bandwidth Barn, Woodstock Exchange",-33.924869537353516,18.424055099487305,FALSE,"66 - 68 Albert Road, Woodstock Exchange",Cape Town,za,South Africa,1488792247e3,R-Ladies Cape Town,22790744,open,-33.93000030517578,18.459999084472656,rladies-cape-town,Members,"Cape Town, South Africa",en_US,,,,,,,
1517434401e3,9000000,247359894,Los primeros pasos en R,past,15180408e5,2018-02-07,17:00,1518052389e3,-18000000,0,28,https://www.meetup.com/R-Ladies_Quito/events/247359894/,"<p>• Lo que haremos<br/>En este Meetup daremos los primeros pasos en R, desde su instalación hasta la generación de un reporte automático. Será un taller de contenidos básicos y contaremos con la presencia de nuestra súper RLadie de Santiago, Gaby Sandoval, quién nos contará cómo avanza el #LatinR2018.</p> <p>• Lo que hay que traer<br/>Cada asistente debe llevar su computador personal.</p> <p>• Información importante<br/>El evento inicia a las 17:00 pero las organizadoras estaremos desde las 16:30 para quienes tengan alguna inquietud previa a la instalación.</p> ",public,25715714,PUCE - Dirección de Informática,-0.2088949978351593,-78.49163818359375,FALSE,Av. 12 de Octubre y Roca,Quito,ec,Ecuador,1500409959e3,R-Ladies Quito,25039212,open,-0.1899999976158142,-78.5,R-Ladies_Quito,R-Ladies,"Quito, Ecuador",en_US,,"El Centro de Informática se encuentra en el subsuelo a lado de la Torre1, aula 111",,,30,,
1506427722e3,10800000,243675916,R-Ladies: OktobeRfest + Shiny,past,15071364e5,2017-10-04,19:00,1507390186e3,7200000,0,13,https://www.meetup.com/rladies-munich/events/243675916/,"<p>Let's meet up and have some fun with Oktoberfest data while learning how to build a web app with the Shiny package!</p> <p>


And you've guessed it right, we count with the support of <b>Wayra</b> for the venue once more. In case you haven't been there, it is a <i>very </i>comfy and cool place to hold workshops and talks. </p> <p><br/>So here are the details:</p> <p><br/><b>Date:</b> October 4th, 2017 (Wednesday) </p> <p><b>Time:</b> 19:00 - 21:30h </p> <p>Whether you are new to R or an expert user, work in academics or industry, this is a laid back event to further connect the R-Ladies community in Munich. During the MeetUp, you will have the opportunity to make new friends, freely discuss and practice R together while enjoying some snacks and drinks we provide (but if you feel like bringing something to share, that's great too). </p> <p>


Anyone who's interested in R is more than welcome - that means this is not a ""<i>women only""</i> event. Feel free to invite your friends and join us on this 4th MeetUp!</p> <p>Should you have any questions, please feel free to contact us at munich[at]rladies[dot]org.</p> <p>



Welcome on board, new RLadies members,</p> <p><br/>             and cheers to all!</p> <p>            <br/>               R-Ladies Munich</p> ",public,25230044,Wayra Deutschland GmbH,48.138099670410156,11.571772575378418,FALSE,"Kaufingerstraße 15, 80331 München",München,de,Germany,1490125568e3,R-Ladies Munich,22962662,approval,48.13999938964844,11.579999923706055,rladies-munich,useRs,"München, Germany",en_US,,,,,,,
1515531681e3,5400000,246653961,RStudio Show + Tell & Github Tips + Tricks,past,15172794e5,2018-01-29,18:30,151728925e4,-28800000,0,11,https://www.meetup.com/R-Ladies-PDX/events/246653961/,"<p>• What we'll do</p> <p>Times are approximate suggestions and not set in stone. We have the room reserved starting at 6pm.</p> <p>6:30 - Announcements<br/>Debbie will be conducting a survey to start a study group</p> <p>6:45 - Github Crash Course<br/>Augustina will walk through of how to use Github for collaboration. By the end of this, everyone will have a Github account and be added to the R-Ladies PDX Github Repo, and maybe even have a merged Pull Request!</p> <p>7:15 - RStudio Show and Tell<br/>Moderated by Adrienne<br/>Everyone who wants to can hook their laptop up to the projector and show how they use RStudio!</p> <p>8:00 - Wrap up (I think we have the room until 8:30)<br/>• What to bring</p> <p>Laptop would be a good idea!</p> <p>• Important to know</p> <p>Food<br/>Dinner will be provided courtesy of IBM with Gluten Free and Vegetarian options. If you have any special requests or suggestions please let Augustina know (no guarantees though). This is also why RSVP'ing is important, so we know how much food to bring!</p> <p>Bringing a Guest<br/>If you want to bring a guest, shoot me a message and I'll add them as an RSVP. We don't restrict who can come, this is just to make sure we have some idea of who is coming!</p> ",public,25614534,OHSU Collaborative Life Sciences Building (CLSB),45.503196716308594,-122.67186737060547,FALSE,2730 Southwest Moody Avenue,Portland,US,USA,1500532418e3,R-Ladies PDX,25057217,open,45.5,-122.69000244140625,R-Ladies-PDX,R-Ladies,"Portland, OR",en_US,,"Classroom CLSB 1S018 (1st floor through Lobby by Elephant's/Starbucks, see map/photos)",,,,,
1512140574e3,7200000,245560636,Último encuentro del 2017!!,past,15132024e5,2017-12-13,19:00,1513250423e3,-10800000,0,25,https://www.meetup.com/rladies-montevideo/events/245560636/,"<p>Hola a tod@as, estamos contentas de anunciar nuestro último encuentro del año y agradecerles por ser parte de esta iniciativa!</p> <p>Esta vez nos juntamos en Pyxis, Br España 2323 a las 19:00 hs.</p> <p>Para este encuentro tenemos dos invitadas que nos van a contar cosas muy interesantes!!</p> <p><br/>Maine Fariello: ""Visualización de datos genómicos""</p> <p>Daniela Vázquez: ""Cómo me metí en la tecnología por la ventana y en la NASA por la banderola""</p> <p><br/>Si te interesa anotarte a NASAdatanauts (<a href=""https://open.nasa.gov/blog/nasa-datanauts-apply-spring-2018-class/"" class=""linkified"">https://open.nasa.gov/blog/nasa-datanauts-apply-spring-2018-class/</a>) hasta el 22 de Diciembre estás a tiempo y Dani te va a contar sobre su experiencia.</p> <p><br/>La idea en este último encuentro es hacer una despedida lluvia, así que si podés traé algo para compartir (bebida o comida).</p> <p>Nos vemos pronto!</p> ",public_limited,24834536,Oficina de Pyxis,-34.91051483154297,-56.16464614868164,FALSE,Br España 2323 esq Cassinoni,Montevideo,uy,Uruguay,1496402205e3,R-Ladies Montevideo,24222373,approval,-34.869998931884766,-56.16999816894531,rladies-montevideo,R-Ladies,"Montevideo, Uruguay",en_US,,,,,,,
1516140152e3,7200000,246879184,Data Visualization with ggplot2 Book Club,past,15180444e5,2018-02-07,18:00,1518108102e3,-18000000,0,36,https://www.meetup.com/rladies-philly/events/246879184/,"<p>• What we'll do<br/>Join us for an interactive “book club” based on R for Data Science Chapter 3 (link: <a href=""http://r4ds.had.co.nz/data-visualisation.html"" class=""linkified"">http://r4ds.had.co.nz/data-visualisation.html</a>). Navigating data visualization in R can be a complicated journey – from choosing a package and function to actually exporting and saving a graph. Beginners and experts alike can benefit from talking about the common bottlenecks to making great graphs in R.</p> <p>Agenda:<br/>6:00-6:30: Networking, eating, announcements<br/>6:30-7:00: Chapter discussion and troubleshooting common questions and problems<br/>7:00-7:30: Expand to “real” data using example data from opendataphilly.org<br/>7:30: Lightning talk – R package of the day</p> <p>Once again, we are being hosted by the awesome people at MakeOffices! Thank you MakeOffices for allowing us to use the space. Please check them out: <a href=""https://makeoffices.com"" class=""linkified"">https://makeoffices.com</a></p> <p>When you arrive at Two Commerce Square (20th &amp; Market), you will need to check in with the security desk before heading up to the 25th floor. It helps if you can RSVP with us, so we can give an accurate guest list to the security desk.</p> <p>We are also supported by RStudio (<a href=""https://www.rstudio.com"" class=""linkified"">https://www.rstudio.com</a>). RStudio has a mission to provide the most widely used open source and enterprise-ready professional software for the R statistical computing environment. These tools further the cause of equipping everyone, regardless of means, to participate in a global economy that increasingly rewards data literacy.</p> <p>• What to bring<br/>Bring a laptop with R and RStudio installed. We recommend everyone read the chapter ahead of time and work through the exercises.</p> <p>• Important to know<br/>If you haven't been to an R-Ladies event, fill out our survey! <a href=""http://bit.ly/rladies-survey"" class=""linkified"">http://bit.ly/rladies-survey</a><br/>We will then add you to our Slack, where we can answer questions.</p> ",public,25434194,MakeOffices,39.95413589477539,-75.173553466796875,FALSE,2001 Market Street #2500,Philadelphia,us,USA,1507729015e3,R-Ladies Philly,26229746,open,40.119998931884766,-75.01000213623047,rladies-philly,R-Ladies,"Philadelphia, PA",en_US,,Check in with security and then take the elevator to MakeOffices on the 25th floor.,"",PA,60,,
1516925433e3,7200000,247170738,Primer meetup R-Ladies Lima,past,15174432e5,2018-01-31,19:00,1517489116e3,-18000000,0,67,https://www.meetup.com/rladies-lima/events/247170738/,"<p>Hola! Llegó el momento de reunirnos! Las invitamos a la primera reunion de RLadies Lima. En este primer meetup vamos a conocer más sobre este grupo, el movimiento global R-Ladies y finalmente conocernos!</p> <p>No importa en que te desempeñes, si estás estudiando o trabajando. No importa el área de investigación o programas que sigas como Estadística, Educación, Sociología, Política, Biología, Salud, Economía, Psicología, ninguna o varias de las anteriores. Si tienes curiosidad de qué es este movimiento principalmente de mujeres tomando la iniciativa en un área relacionada a la Ciencia, Tecnología, Ingeniería y Matemática únete a nuestro primer Meetup. Las esperamos! Información importante:</p> <p>Este primer encuentro será en la PUCP(aula por confirmar) el Miércoles 31 de Enero a las 7pm.</p> <p>Para el evento es necesario el registro en el siguiente link y portar el DNI en la puerta de la PUCP.<br/>Registro: <a href=""https://goo.gl/forms/PmSrQ3RoOhGtAXFB3"" class=""linkified"">https://goo.gl/forms/PmSrQ3RoOhGtAXFB3</a></p> ",public,24642368,"Campus PUCP, San Miguel.",-12.074135780334473,-77.07916259765625,FALSE,Av. Universitaria. San Miguel.,Lima,pe,Peru,1516856689e3,R-Ladies Lima,27269070,open,-12.069999694824219,-77.05000305175781,rladies-lima,R-Ladies,"Lima, Peru",en_US,,,,,100,,
150936487e4,3600000,244650317,Being 'inferior' and an intro to Liverpool's female data science group!,past,15120666e5,2017-11-30,18:30,151207506e4,0,0,3,https://www.meetup.com/rladies-liverpool/events/244650317/,"<p>Location - Starbucks in The Guild On November 30th Angela Saini is visiting Liverpool to give a talk on her book 'Inferior - How Science got Women'.</p> <p>Tickets for her event are free and available here :</p> <p><a href=""https://www.eventbrite.co.uk/e/how-science-got-women-wrong-tickets-36997705132?aff=es2"" class=""linkified"">https://www.eventbrite.co.uk/e/how-science-got-women-wrong-tickets-36997705132?aff=es2</a></p> <p>We are going to meet after her event to discuss her book and the future of R-Ladies Liverpool; discovering what our members would like to get out of being part of this group and think about what we might like to cover in our second meeting.</p> <p>We are really looking forward to meeting you all and hope to make this group fun and accessible to all who identify as female coders!</p> <p>Come for the code, stay for the cats @rladieslivUK</p> ",public,16778702,Liverpool Guild of Students,53.403907775878906,-2.9722259044647217,FALSE,Mount Pleasant,Liverpool,gb,United Kingdom,1509307254e3,R-Ladies Liverpool,26430333,open,53.41999816894531,-2.990000009536743,rladies-liverpool,R-Ladies,"Liverpool, United Kingdom",en_US,,For now: www.twitter.com/rladieslivUK,,,,,
1512417509e3,5400000,245646473,Karlijn Willems on Data Science with R,past,15131826e5,2017-12-13,17:30,1513190615e3,3600000,0,11,https://www.meetup.com/rladies-leuven/events/245646473/,"<p>We are very happy to have the amazing Karlijn Willems as a speaker for our first regular meeting.</p> <p>Karlijn is a Data Science Journalist at DataCamp. DataCamp is one of the biggest online learning platforms for Data Science and R programming.</p> <p>Karlijn will give us some insight into the R community and how to use interactive online platforms to learn R. We will have time for questions, discussions, and networking.</p> <p>You don't need to bring a laptop, as this meeting is rather a talk+discussion than a workshop/tutorial.</p> ",public,25647307,Seminar room 00.44 (ground floor),0,0,FALSE,Leopold-Vanderkelenstraat 32,Leuven,be,Belgium,1509377392e3,R-Ladies Leuven,26439137,open,50.880001068115234,4.699999809265137,rladies-leuven,R-Ladies,"Leuven, Belgium",en_US,,,,,,,
1502032462e3,,242331352,Welcome to R-Ladies Montenegro!,past,15036804e5,2017-08-25,19:00,1503693052e3,7200000,0,4,https://www.meetup.com/meetup-group-qhbcjAoe/events/242331352/,"<p>R-Ladies Montenegro is happy to announce our 1st MeetUp for 25 August 2017 at 19:00 in Herceg Novi (Caffe Bar Porto).</p> <p>If you would like to learn R and share your experience of working in R or would just like to find out what is R this would be a perfect place for you. It doesn't matter whether you are a beginner or an experienced R coder, come and join us! </p> <p>In our first meeting we will talk about why R is language of choice for many data scientists through a series of demonstrations and hands on exercises. You will be able to learn some of the fundamental concepts of R: basic use of R/RStudio console, inputting and importing different data types, record keeping, graphs etc. We will conclude our first meeting by showing how to create reproducible R-Markdown documents. If you have a laptop bring it with you so we can do some R coding together. We will show you how to install R and RStudio if you haven’t already done so.</p> <p>If any of you would like to present short demos of R code you are using in your projects or R packages please get in touch and we will include it in our programme.</p> <p>The final programme will be announced a few days prior to the meeting.</p> <p>We are looking forward to seeing you all…</p> <p>&gt; #---------------------------------------------------------------------</p> <p>R-Ladies Montenegro sa zadovoljstvom najavljuju naš prvi MeetUp 25. avgusta 2017. u 19h u Herceg Novom (Caffe Bar Porto).</p> <p>Ako želite naučiti R, podeliti svoje iskustvo u korišćenju R-a, ili biste samo želeli saznati što je to R, ovo će biti savršeno mesto za vas. Nije važno da li ste početnik ili iskusan R koder, dođite i pridružite nam se!</p> <p>Na našem prvom sastanku razgovaraćemo o tome zašto je jezik R izbor za mnoge data scientist-e kroz niz demonstracija i konkretnih vežbi. Moći ćete naučiti neke od osnovnih pojmova R-a, osnovnu upotrebu R/RStudio programa: unos i snimanje različitih vrsta podataka, grafički prikaz itd. Završi ćemo naš prvi sastanak tako što ćemo prikazati kako kreirati reproducibilni R-Markdown dokument. Ako imate laptop, donesite ga tako da možemo R-kodirati zajedno. Ako nemate R i RStudio na svom kompjuteru, pomoći ćemo vam da ih instalirate.</p> <p>Ako neko od vas želi demonstrirati svoj projekat i kod u R-u, ili svoj R-paket, molimo da nas kontaktirate kako bi smo vas uključili u programsku šemu.</p> <p>Konačna programska šema biće objavljena nekoliko dana pre sastanka.</p> <p>Unapred se radujemo našem susretu…</p> ",public,25438514,Caffe Bar Porto,42.45088195800781,18.53443145751953,TRUE,Vasa Ćukovića 22,HN,me,Montenegro,1501165477e3,R-Ladies Montenegro,25168374,open,42.459999084472656,18.530000686645508,meetup-group-qhbcjAoe,Members,"HN, Montenegro",en_US,,"Herceg Novi, near Škver Harbor",,,,,
1498073561e3,,240971068,Presentación de R-Ladies y Aplicaciones de R en Santa Rosa,past,14981778e5,2017-06-22,21:30,1498190404e3,-10800000,0,3,https://www.meetup.com/rladies-santa-rosa/events/240971068/,"<p>El ITES nos invitó a dar una charla para los estudiantes de la Tecnicatura Superior en Desarrollo de Software y al público en general este jueves 22 de junio a partir de las 21:30 hs.</p> <p>Las disertantes son la Magister en Explotación de Datos y Gestión de Conocimiento, Investigadora del INTA, Yanina Bellini Saibene y la Estudiante de Doctorado en Ciencias Agrarias de la UBA Marina Cook ambas organizadoras de RLadies Santa Rosa. En primer lugar se expondrá sobre Agro Minería de Datos: en un mundo que necesita cada vez mas alimentos, producir más y mejor, cuidando la salud y el medio ambiente, es uno de los desafíos del sector agropecuario. La minería de datos es una de las herramientas que puede ayudar en este objetivo al permitir analizar y modelar los sistemas productivos. Se informará sobre el uso de Data Mining en INTA y como R les ayuda en esa tarea.</p> <p><br/>En la segunda parte se referirán a Modelos Mixtos: los avances en informática permitieron desarrollar modelos más complejos y realistas para el análisis de datos. Nos mostrarán qué modelos usan y por qué; por qué usar R y que ventajas ofrece.</p> <p>Finalmente se hablará sobre RLadies: presentaremos el capitulo Santa Rosa de esta organización mundial que busca disminuir la brecha de género en las personas que usan R.</p> <p><br/>Los espermos!!!</p> ",public,25319632,ITES Santa Rosa,-36.61779022216797,-64.293853759765625,FALSE,General Pico y Sarmiento,Santa Rosa,ar,Argentina,1491479515e3,R-Ladies Santa Rosa,23174619,approval,-36.619998931884766,-64.30000305175781,rladies-santa-rosa,R-Ladies,"Santa Rosa, Argentina",en_US,,,,,,,
1509658588e3,3600000,244763763,Fouille de textes avec R: expression régulier.,past,15113718e5,2017-11-22,18:30,1511379014e3,3600000,0,7,https://www.meetup.com/R-Ladies-Strasbourg/events/244763763/,"<p>Dans ce meetup le theme est la <b>fouille de textes</b>. Une presentation sur comme manipuler de textes avec le function basic de R (grep, grepl, etc...) et avec le package <a href=""https://cran.r-project.org/web/packages/stringr/vignettes/stringr.html"">stringr</a> serait fait. Nous verrons comment extraire de valeur numérique et des tables dans un text. La presentation serait fait par Rita Giordano.</p> <p>


For this meetup will be presented a talk on how to manipulate string with R using the basic function as grep and the packages <a href=""https://cran.r-project.org/web/packages/stringr/vignettes/stringr.html"">stringr</a>. We will see how to extract numerical value and tables from a text file. The presentation will be performed by Rita Giordano.</p> ",public,5560022,Epitech,48.58378982543945,7.749598979949951,FALSE,4 rue du Dome,Strasbourg,fr,France,1506514356e3,R-Ladies Strasbourg,26068732,approval,48.58000183105469,7.75,R-Ladies-Strasbourg,Members,"Strasbourg, France",en_US,,Salle L202 deuxième étage Epitech.,,,,,
1500902119e3,,241975486,Meet and Greet,past,15037542e5,2017-08-26,09:30,1503767449e3,-14400000,0,3,https://www.meetup.com/RLadies-Buffalo/events/241975486/,<p>This will be a very informal event.  This initial meet up is meant to meet each other and find out a little bit about where everyone envisions this group going.  We want to know how much background you have in R and what topics are of interest.  We chose Spot Coffee on Hertel right now but based on who comes we can chose a more central location for future events.  We will also be curious as to what days/times work best for everyone to try and meet the needs of the group for scheduling other events.</p> ,public,25384241,SPoT Coffee Hertel,42.94785690307617,-78.85608673095703,FALSE,1406 Hertel Avenue,Buffalo,US,USA,1496006407e3,R-Ladies Buffalo,24100709,approval,42.900001525878906,-78.87999725341797,RLadies-Buffalo,R-Ladies,"Buffalo, NY",en_US,,,,,,,
1512389221e3,12600000,245634965,Wstęp do Shiny by iDash,past,1516896e6,2018-01-25,17:00,1516921702e3,3600000,0,86,https://www.meetup.com/Spotkania-Entuzjastow-R-Warsaw-R-Users-Group-Meetup/events/245634965/,"<p>Bezpłatne szkolenie z podstaw Shiny przygotowane przez zespół iDash.</p> <p>Formularz rejestracyjny:<br/><a href=""https://idash.pl/20180125_shinyintro_darmowe_so.php"" class=""linkified"">https://idash.pl/20180125_shinyintro_darmowe_so.php</a></p> <p>Rejestracja jest konieczna na ten meetup!!!</p> ",public,24542781,"Politechnika Warszawska, Wydział MINI",52.222225189208984,21.007280349731445,FALSE,ul. Koszykowa 75,Warsaw,pl,Poland,141258063e4,Spotkania Entuzjastów R-Warsaw RUG Meetup & R-Ladies Warsaw,17428672,open,52.2599983215332,21.020000457763672,Spotkania-Entuzjastow-R-Warsaw-R-Users-Group-Meetup,Entuzjaści R,"Warsaw, Poland",en_US,,,,,,,
1486573792e3,7200000,237554824,Kickoff Meeting!,past,14879772e5,2017-02-24,18:00,1487986435e3,-18000000,0,5,https://www.meetup.com/rladies-connecticut/events/237554824/,"<p><b><i>Let's get together to kickoff the launch of the R-Ladies CT group! </i></b></p> <p>The tentative agenda includes: </p> <p>6:00 PM - 6:30 PM - Arrive &amp; Enjoy refreshments</p> <p>6:30 PM - 7:00 PM - Networking (Some students with the <a href=""http://www.wesleyan.edu/qac/index.html"">QAC</a> will join us!)</p> <p>7:00 PM - 8:00 PM -  Short presentation &amp; discussion </p> <p>       • Intro to R-Ladies</p> <p>       • Stats from the <a href=""https://docs.google.com/forms/d/e/1FAIpQLSfwSJxR72_4fv3velcJcxfTJEbc6MovGRsqL5ZAWXhSMqsiWQ/viewform?c=0&amp;w=1"">survey</a></p> <p><br/>       • Call for volunteer organizers</p> <p><br/>       • Open discussion for future Meetup ideas!</p> <p><br/>------------------------------------------------------------------------</p> <p><b>Further Location &amp; Parking Details:</b></p> <p>Parking across the building in parking lot C.</p> <p>Additional parking: E and L lots  and street parking possible on High Street</p> <p>Wesleyan Campus map: <a href=""http://www.wesleyan.edu/about/images/maps/campus_map1.jpg""><img src=""http://www.wesleyan.edu/about/images/maps/campus_map1.jpg"" /></a></p> ",public,25039263,Allbritton Center room 311 @ Wesleyan University ,0,0,FALSE,222 Church Street,Middletown,us,USA,1478734165e3,R-Ladies Connecticut,21107834,open,41.790000915527344,-72.66999816894531,rladies-connecticut,R-Ladies,"Hartford, CT",en_US,,https://twitter.com/RLadiesCT,"",CT,,,
1501457914e3,7200000,242150865,R Absolute Beginners Workshop (Again!),past,15035616e5,2017-08-24,17:30,1503984133e3,34200000,0,20,https://www.meetup.com/rladies-adelaide/events/242150865/,"<p><b>****please register via Eventbrite link below****</b></p> <p><a href=""https://www.eventbrite.com/e/r-absolute-beginners-workshop-again-tickets-36673157401?aff=es2"" class=""linkified"">https://www.eventbrite.com/e/r-absolute-beginners-workshop-again-tickets-36673157401?aff=es2</a></p> <p><br/>Our first Absolute Beginners Workshop sold out, so R-Ladies will run a second August session for Absolute R Beginners!</p> <p><br/>Want to learn R? You have come to the right place because this time R-Ladies Adelaide offer you an opportunity to get yourself involved into R - the language of data! Come and spend Thursday evening with R-Ladies at Microsoft Innovation Centre on the 24th of August.</p> <p><br/>If you have never worked with R before and want to start, this event is for you! It is expected that all attendees will arrive with a laptop (and chargers), and R and RStudio installed on their computers (please follow the instructions here: <a href=""http://www.ics.uci.edu/~jutts/110/InstallingRandRStudio.pdf"" class=""linkified"">http://www.ics.uci.edu/~jutts/110/InstallingRandRStudio.pdf</a>). We will walk you through the R programming basics, help with FAQs, point you to relevant learning resources, and any other fundamental R questions you may have!</p> <p><b>PROGRAM:</b></p> <p>Timings: 5.30 doors open, lightning talk starts 5.40, the workshop starts 6 pm.</p> <p><b>WHAT IS COVERED:</b></p> <p>Getting around R</p> <p>Types of data and basic manipulations</p> <p>Graphics in R</p> <p><br/>P.S. RLadies Adelaide is part of the international organization RLadies Global and aims to encourage more women to get involved in their local programming communities. We encourage all genders to attend our events, and aim always to create a welcoming environment. All talks and workshops at RLadies will be presented by women, in order to strengthen the presence of women in the coding community. We hope to see you at our next event!</p> ",public,24287674,Microsoft Innovation Centre South Australia,-34.925804138183594,138.6050567626953,FALSE,147 Pirie Street,Adelaide,au,Australia,1486037613e3,R-Ladies Adelaide,22202405,open,-34.93000030517578,138.60000610351562,rladies-adelaide,Members,"Adelaide, Australia",en_US,,,,,,,
